ERROR 2018-10-23 16:32:17,341 exception 80 Invalid HTTP_HOST header: '127.0.0.1:8000'. You may need to add '127.0.0.1' to ALLOWED_HOSTS.
WARNING 2018-11-06 20:08:19,792 basehttp 124 "GET /categories/null/ HTTP/1.1" 404 9086
INFO 2018-11-06 20:08:19,829 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-06 20:08:20,795 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-06 20:08:21,582 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
WARNING 2018-11-06 20:09:02,893 base 152 Not Found: /categories/null/
WARNING 2018-11-06 20:09:02,895 base 152 Not Found: /categories/null/skus/
WARNING 2018-11-06 20:09:02,897 basehttp 124 "GET /categories/null/ HTTP/1.1" 404 9086
WARNING 2018-11-06 20:09:02,909 basehttp 124 "GET /categories/null/skus/?page=1&page_size=5&ordering=-create_time HTTP/1.1" 404 9150
INFO 2018-11-06 20:09:02,922 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
WARNING 2018-11-06 20:09:09,028 base 152 Not Found: /categories/null/skus/
WARNING 2018-11-06 20:09:09,029 basehttp 124 "GET /categories/null/skus/?page=1&page_size=5&ordering=-create_time HTTP/1.1" 404 9150
WARNING 2018-11-06 20:09:09,105 base 152 Not Found: /categories/null/
WARNING 2018-11-06 20:09:09,122 basehttp 124 "GET /categories/null/ HTTP/1.1" 404 9086
INFO 2018-11-06 20:09:09,138 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
WARNING 2018-11-06 20:13:21,541 base 152 Not Found: /categories/115/
WARNING 2018-11-06 20:13:21,552 basehttp 124 "GET /categories/115/ HTTP/1.1" 404 9083
INFO 2018-11-06 20:13:21,559 basehttp 124 "GET /categories/115/skus/?page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1321
INFO 2018-11-06 20:13:21,570 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-06 20:13:49,953 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-06 20:14:10,207 basehttp 124 "GET /categories/115/skus/?page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1321
WARNING 2018-11-06 20:14:10,254 base 152 Not Found: /categories/115/
WARNING 2018-11-06 20:14:10,254 basehttp 124 "GET /categories/115/ HTTP/1.1" 404 9083
INFO 2018-11-06 20:14:10,270 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-06 20:14:41,138 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-06 20:14:43,721 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-06 20:14:44,626 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-06 20:14:46,828 basehttp 124 "POST /browse_histories/ HTTP/1.1" 201 13
INFO 2018-11-06 20:14:48,641 basehttp 124 "POST /cart/ HTTP/1.1" 201 39
INFO 2018-11-06 20:14:52,155 basehttp 124 "GET /cart/ HTTP/1.1" 200 501
INFO 2018-11-06 20:14:54,587 basehttp 124 "GET /cart/ HTTP/1.1" 200 501
INFO 2018-11-06 20:15:10,000 basehttp 124 "POST /browse_histories/ HTTP/1.1" 201 13
INFO 2018-11-06 20:15:14,931 basehttp 124 "OPTIONS /cart/ HTTP/1.1" 200 0
INFO 2018-11-06 20:15:14,965 basehttp 124 "POST /cart/ HTTP/1.1" 201 39
INFO 2018-11-06 20:15:18,411 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-06 20:15:20,890 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-06 20:15:24,944 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-06 20:15:44,272 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-06 20:15:47,404 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-06 20:15:54,676 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
WARNING 2018-11-06 20:16:02,184 base 152 Not Found: /categories/null/
WARNING 2018-11-06 20:16:02,189 basehttp 124 "GET /categories/null/ HTTP/1.1" 404 9086
WARNING 2018-11-06 20:16:02,188 base 152 Not Found: /categories/null/skus/
WARNING 2018-11-06 20:16:02,202 basehttp 124 "GET /categories/null/skus/?page=1&page_size=5&ordering=-create_time HTTP/1.1" 404 9150
INFO 2018-11-06 20:16:02,220 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-06 20:16:03,596 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
WARNING 2018-11-06 20:16:13,164 base 152 Not Found: /categories/null/skus/
WARNING 2018-11-06 20:16:13,179 basehttp 124 "GET /categories/null/skus/?page=1&page_size=5&ordering=-create_time HTTP/1.1" 404 9150
WARNING 2018-11-06 20:16:13,189 base 152 Not Found: /categories/null/
WARNING 2018-11-06 20:16:13,197 basehttp 124 "GET /categories/null/ HTTP/1.1" 404 9086
INFO 2018-11-06 20:16:13,211 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
WARNING 2018-11-06 20:16:15,225 base 152 Not Found: /categories/null/
WARNING 2018-11-06 20:16:15,235 basehttp 124 "GET /categories/null/ HTTP/1.1" 404 9086
WARNING 2018-11-06 20:16:15,250 base 152 Not Found: /categories/null/skus/
WARNING 2018-11-06 20:16:15,262 basehttp 124 "GET /categories/null/skus/?page=1&page_size=5&ordering=-create_time HTTP/1.1" 404 9150
INFO 2018-11-06 20:16:15,261 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-06 20:16:16,093 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-06 20:16:25,325 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-06 20:16:27,186 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-06 20:16:39,760 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-07 09:52:42,212 basehttp 124 "OPTIONS /user/ HTTP/1.1" 200 0
INFO 2018-11-07 09:52:42,515 basehttp 124 "GET /user/ HTTP/1.1" 200 88
INFO 2018-11-07 09:52:42,537 basehttp 124 "OPTIONS /browse_histories/ HTTP/1.1" 200 0
INFO 2018-11-07 09:52:42,623 basehttp 124 "GET /browse_histories/ HTTP/1.1" 200 1184
INFO 2018-11-07 09:53:12,239 basehttp 124 "GET /usernames/13325355120/count/ HTTP/1.1" 200 36
INFO 2018-11-07 09:53:20,787 basehttp 124 "GET /usernames/13325355120/count/ HTTP/1.1" 200 36
INFO 2018-11-07 09:53:21,787 basehttp 124 "GET /mobiles/13325355120/count/ HTTP/1.1" 200 34
INFO 2018-11-07 09:53:32,029 basehttp 124 "GET /usernames/13325355121/count/ HTTP/1.1" 200 36
INFO 2018-11-07 09:53:33,962 basehttp 124 "GET /usernames/13325355121/count/ HTTP/1.1" 200 36
INFO 2018-11-07 09:53:37,215 basehttp 124 "GET /usernames/13325355121/count/ HTTP/1.1" 200 36
INFO 2018-11-07 09:53:41,138 basehttp 124 "GET /mobiles/13325355121/count/ HTTP/1.1" 200 34
INFO 2018-11-07 09:53:53,525 basehttp 124 "GET /mobiles/13325355120/count/ HTTP/1.1" 200 34
INFO 2018-11-07 09:53:53,536 basehttp 124 "GET /usernames/13325355120/count/ HTTP/1.1" 200 36
INFO 2018-11-07 09:53:56,691 basehttp 124 "GET /mobiles/13325355120/count/ HTTP/1.1" 200 34
INFO 2018-11-07 09:53:57,206 basehttp 124 "GET /sms_code/13325355120/ HTTP/1.1" 200 16
INFO 2018-11-07 09:53:59,931 basehttp 124 "GET /sms_code/13325355121/ HTTP/1.1" 200 16
INFO 2018-11-07 09:53:59,939 basehttp 124 "GET /mobiles/13325355121/count/ HTTP/1.1" 200 34
INFO 2018-11-07 15:01:15,411 basehttp 124 "OPTIONS /authorizations/ HTTP/1.1" 200 0
INFO 2018-11-07 15:01:15,525 basehttp 124 "POST /authorizations/ HTTP/1.1" 200 218
WARNING 2018-11-07 15:01:20,190 base 152 Not Found: /categories/115/
INFO 2018-11-07 15:01:20,193 basehttp 124 "OPTIONS /cart/ HTTP/1.1" 200 0
WARNING 2018-11-07 15:01:20,195 basehttp 124 "GET /categories/115/ HTTP/1.1" 404 9272
INFO 2018-11-07 15:01:20,283 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-07 15:01:20,339 basehttp 124 "GET /categories/115/skus/?page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1321
INFO 2018-11-07 15:01:21,741 basehttp 124 "OPTIONS /browse_histories/ HTTP/1.1" 200 0
INFO 2018-11-07 15:01:21,855 basehttp 124 "POST /browse_histories/ HTTP/1.1" 201 13
INFO 2018-11-07 15:01:23,333 basehttp 124 "POST /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 15:01:34,615 basehttp 124 "GET /cart/ HTTP/1.1" 200 751
INFO 2018-11-07 15:01:39,021 basehttp 124 "PUT /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 15:01:39,167 basehttp 124 "PUT /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 15:01:39,269 basehttp 124 "PUT /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 15:01:39,466 basehttp 124 "PUT /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 15:01:39,600 basehttp 124 "PUT /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 15:01:39,751 basehttp 124 "PUT /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 15:01:40,015 basehttp 124 "PUT /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 15:02:36,533 basehttp 124 "OPTIONS /cart/ HTTP/1.1" 200 0
INFO 2018-11-07 15:02:36,539 basehttp 124 "POST /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 15:02:54,976 basehttp 124 "GET /usernames/133253551230/count/ HTTP/1.1" 200 37
INFO 2018-11-07 15:02:57,620 basehttp 124 "GET /usernames/133253551230/count/ HTTP/1.1" 200 37
INFO 2018-11-07 15:03:02,562 basehttp 124 "GET /usernames/133253551230/count/ HTTP/1.1" 200 37
INFO 2018-11-07 15:03:06,568 basehttp 124 "GET /usernames/133253551230/count/ HTTP/1.1" 200 37
INFO 2018-11-07 15:03:15,374 basehttp 124 "GET /usernames/133253551230/count/ HTTP/1.1" 200 37
INFO 2018-11-07 15:03:18,909 basehttp 124 "GET /usernames/133253551230/count/ HTTP/1.1" 200 37
INFO 2018-11-07 15:03:34,664 basehttp 124 "GET /usernames/133253551230/count/ HTTP/1.1" 200 37
INFO 2018-11-07 15:03:41,099 basehttp 124 "GET /mobiles/13325355120/count/ HTTP/1.1" 200 34
INFO 2018-11-07 15:03:41,736 basehttp 124 "GET /mobiles/13325355120/count/ HTTP/1.1" 200 34
INFO 2018-11-07 15:03:42,076 basehttp 124 "GET /sms_code/13325355120/ HTTP/1.1" 200 16
INFO 2018-11-07 15:04:21,240 basehttp 124 "OPTIONS /users/ HTTP/1.1" 200 0
INFO 2018-11-07 15:04:21,284 basehttp 124 "GET /usernames/133253551230/count/ HTTP/1.1" 200 37
INFO 2018-11-07 15:04:21,288 basehttp 124 "GET /mobiles/13325355120/count/ HTTP/1.1" 200 34
INFO 2018-11-07 15:04:21,913 basehttp 124 "POST /users/ HTTP/1.1" 201 239
INFO 2018-11-07 15:04:33,077 basehttp 124 "GET /cart/ HTTP/1.1" 200 2
WARNING 2018-11-07 15:04:47,594 base 152 Not Found: /categories/115/
WARNING 2018-11-07 15:04:47,596 basehttp 124 "GET /categories/115/ HTTP/1.1" 404 9272
INFO 2018-11-07 15:04:47,626 basehttp 124 "GET /cart/ HTTP/1.1" 200 2
INFO 2018-11-07 15:04:47,667 basehttp 124 "GET /categories/115/skus/?page=1&page_size=5&ordering=-create_time HTTP/1.1" 200 1321
INFO 2018-11-07 15:04:49,631 basehttp 124 "OPTIONS /browse_histories/ HTTP/1.1" 200 0
INFO 2018-11-07 15:04:49,690 basehttp 124 "POST /browse_histories/ HTTP/1.1" 201 13
INFO 2018-11-07 15:04:52,271 basehttp 124 "POST /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 15:04:57,117 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-07 15:04:58,535 basehttp 124 "OPTIONS /addresses/ HTTP/1.1" 200 0
INFO 2018-11-07 15:04:58,550 basehttp 124 "OPTIONS /orders/settlement/ HTTP/1.1" 200 0
INFO 2018-11-07 15:04:58,764 basehttp 124 "GET /orders/settlement/ HTTP/1.1" 200 257
INFO 2018-11-07 15:04:58,816 basehttp 124 "GET /addresses/ HTTP/1.1" 200 64
INFO 2018-11-07 15:05:01,068 basehttp 124 "GET /addresses/ HTTP/1.1" 200 64
INFO 2018-11-07 15:05:01,115 basehttp 124 "GET /areas/ HTTP/1.1" 200 1204
INFO 2018-11-07 15:05:06,227 basehttp 124 "GET /areas/120000/ HTTP/1.1" 200 74
INFO 2018-11-07 15:05:09,181 basehttp 124 "GET /areas/120100/ HTTP/1.1" 200 572
INFO 2018-11-07 15:05:19,214 basehttp 124 "POST /addresses/ HTTP/1.1" 201 229
INFO 2018-11-07 15:05:21,088 basehttp 124 "OPTIONS /addresses/2/status/ HTTP/1.1" 200 0
INFO 2018-11-07 15:05:21,133 basehttp 124 "PUT /addresses/2/status/ HTTP/1.1" 200 16
INFO 2018-11-07 15:05:24,146 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-07 15:05:26,037 basehttp 124 "GET /orders/settlement/ HTTP/1.1" 200 257
INFO 2018-11-07 15:05:26,039 basehttp 124 "GET /addresses/ HTTP/1.1" 200 293
INFO 2018-11-07 15:05:33,499 basehttp 124 "OPTIONS /addresses/ HTTP/1.1" 200 0
INFO 2018-11-07 15:05:33,500 basehttp 124 "OPTIONS /orders/settlement/ HTTP/1.1" 200 0
INFO 2018-11-07 15:05:33,608 basehttp 124 "GET /orders/settlement/ HTTP/1.1" 200 725
INFO 2018-11-07 15:05:33,639 basehttp 124 "GET /addresses/ HTTP/1.1" 200 294
INFO 2018-11-07 15:06:31,860 basehttp 124 "OPTIONS /orders/ HTTP/1.1" 200 0
INFO 2018-11-07 15:06:32,003 basehttp 124 "POST /orders/ HTTP/1.1" 201 36
INFO 2018-11-07 15:06:44,063 basehttp 124 "OPTIONS /orders/ HTTP/1.1" 200 0
WARNING 2018-11-07 15:06:44,250 basehttp 124 "POST /orders/ HTTP/1.1" 400 16
WARNING 2018-11-07 15:06:49,877 basehttp 124 "POST /orders/ HTTP/1.1" 400 16
INFO 2018-11-07 15:17:54,029 basehttp 124 "OPTIONS /orders/2.0181107150631e+22/payment/ HTTP/1.1" 200 0
WARNING 2018-11-07 15:17:54,094 base 152 Not Found: /orders/2.0181107150631e+22/payment/
WARNING 2018-11-07 15:17:54,095 basehttp 124 "GET /orders/2.0181107150631e+22/payment/ HTTP/1.1" 404 9332
INFO 2018-11-07 15:46:49,834 basehttp 124 "OPTIONS /orders/2.0181107150631e+22/payment/ HTTP/1.1" 200 0
WARNING 2018-11-07 15:46:49,880 base 152 Not Found: /orders/2.0181107150631e+22/payment/
WARNING 2018-11-07 15:46:49,882 basehttp 124 "GET /orders/2.0181107150631e+22/payment/ HTTP/1.1" 404 9332
INFO 2018-11-07 16:01:30,454 basehttp 124 "OPTIONS /orders/2.0181107150631e+22/payment/ HTTP/1.1" 200 0
WARNING 2018-11-07 16:01:30,509 base 152 Not Found: /orders/2.0181107150631e+22/payment/
WARNING 2018-11-07 16:01:30,511 basehttp 124 "GET /orders/2.0181107150631e+22/payment/ HTTP/1.1" 404 9332
WARNING 2018-11-07 16:01:33,693 base 152 Not Found: /orders/2.0181107150631e+22/payment/
WARNING 2018-11-07 16:01:33,694 basehttp 124 "GET /orders/2.0181107150631e+22/payment/ HTTP/1.1" 404 9332
INFO 2018-11-07 16:01:54,314 basehttp 124 "OPTIONS /addresses/ HTTP/1.1" 200 0
INFO 2018-11-07 16:01:54,338 basehttp 124 "OPTIONS /orders/settlement/ HTTP/1.1" 200 0
INFO 2018-11-07 16:01:54,452 basehttp 124 "GET /orders/settlement/ HTTP/1.1" 200 24
INFO 2018-11-07 16:01:54,498 basehttp 124 "GET /addresses/ HTTP/1.1" 200 294
INFO 2018-11-07 16:01:56,678 basehttp 124 "OPTIONS /orders/ HTTP/1.1" 200 0
WARNING 2018-11-07 16:01:56,710 basehttp 124 "POST /orders/ HTTP/1.1" 400 42
ERROR 2018-11-07 16:02:02,986 exceptions 25 [<orders.views.OrderView object at 0x7f03f86bfa20>] wrong number of arguments for 'srem' command
ERROR 2018-11-07 16:02:02,987 basehttp 124 "POST /orders/ HTTP/1.1" 507 35
INFO 2018-11-07 16:02:20,800 basehttp 124 "OPTIONS /browse_histories/ HTTP/1.1" 200 0
INFO 2018-11-07 16:02:21,003 basehttp 124 "POST /browse_histories/ HTTP/1.1" 201 13
INFO 2018-11-07 16:02:25,028 basehttp 124 "OPTIONS /browse_histories/ HTTP/1.1" 200 0
INFO 2018-11-07 16:02:25,199 basehttp 124 "POST /browse_histories/ HTTP/1.1" 201 13
INFO 2018-11-07 16:02:27,471 basehttp 124 "OPTIONS /cart/ HTTP/1.1" 200 0
INFO 2018-11-07 16:02:27,510 basehttp 124 "POST /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 16:02:30,832 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-07 16:02:33,357 basehttp 124 "GET /orders/settlement/ HTTP/1.1" 200 257
INFO 2018-11-07 16:02:33,367 basehttp 124 "GET /addresses/ HTTP/1.1" 200 294
WARNING 2018-11-07 16:02:39,324 basehttp 124 "POST /orders/ HTTP/1.1" 400 16
INFO 2018-11-07 16:03:05,142 basehttp 124 "POST /orders/ HTTP/1.1" 201 38
ERROR 2018-11-07 16:03:47,272 exceptions 25 [<orders.views.OrderView object at 0x7f03f86bfb00>] wrong number of arguments for 'srem' command
ERROR 2018-11-07 16:03:47,273 basehttp 124 "POST /orders/ HTTP/1.1" 507 35
INFO 2018-11-07 16:03:50,568 basehttp 124 "GET /addresses/ HTTP/1.1" 200 294
INFO 2018-11-07 16:03:50,591 basehttp 124 "GET /orders/settlement/ HTTP/1.1" 200 24
INFO 2018-11-07 16:03:53,107 basehttp 124 "POST /browse_histories/ HTTP/1.1" 201 13
INFO 2018-11-07 16:03:55,136 basehttp 124 "POST /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 16:04:03,069 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-07 16:04:04,956 basehttp 124 "GET /orders/settlement/ HTTP/1.1" 200 257
INFO 2018-11-07 16:04:04,988 basehttp 124 "GET /addresses/ HTTP/1.1" 200 294
INFO 2018-11-07 16:04:08,827 basehttp 124 "POST /orders/ HTTP/1.1" 201 38
WARNING 2018-11-07 16:06:21,295 basehttp 124 "POST /orders/ HTTP/1.1" 400 42
INFO 2018-11-07 16:06:54,167 basehttp 124 "GET /orders/settlement/ HTTP/1.1" 200 24
INFO 2018-11-07 16:06:54,182 basehttp 124 "GET /addresses/ HTTP/1.1" 200 294
INFO 2018-11-07 16:07:00,905 basehttp 124 "OPTIONS /browse_histories/ HTTP/1.1" 200 0
INFO 2018-11-07 16:07:01,056 basehttp 124 "POST /browse_histories/ HTTP/1.1" 201 13
INFO 2018-11-07 16:07:01,985 basehttp 124 "POST /browse_histories/ HTTP/1.1" 201 13
INFO 2018-11-07 16:07:04,358 basehttp 124 "POST /cart/ HTTP/1.1" 201 39
INFO 2018-11-07 16:07:08,089 basehttp 124 "OPTIONS /user/ HTTP/1.1" 200 0
INFO 2018-11-07 16:07:08,228 basehttp 124 "GET /user/ HTTP/1.1" 200 88
INFO 2018-11-07 16:07:08,366 basehttp 124 "GET /browse_histories/ HTTP/1.1" 200 1184
INFO 2018-11-07 16:07:11,078 basehttp 124 "GET /cart/ HTTP/1.1" 200 251
INFO 2018-11-07 16:07:13,021 basehttp 124 "GET /orders/settlement/ HTTP/1.1" 200 257
INFO 2018-11-07 16:07:13,036 basehttp 124 "GET /addresses/ HTTP/1.1" 200 294
INFO 2018-11-07 16:07:19,443 basehttp 124 "POST /orders/ HTTP/1.1" 201 38
INFO 2018-11-07 16:15:39,762 basehttp 124 "OPTIONS /addresses/ HTTP/1.1" 200 0
INFO 2018-11-07 16:15:39,763 basehttp 124 "OPTIONS /orders/settlement/ HTTP/1.1" 200 0
INFO 2018-11-07 16:15:39,855 basehttp 124 "GET /orders/settlement/ HTTP/1.1" 200 24
INFO 2018-11-07 16:15:39,914 basehttp 124 "GET /addresses/ HTTP/1.1" 200 294
INFO 2018-11-07 16:17:00,751 basehttp 124 "OPTIONS /orders/20181107160719000000001/payment/ HTTP/1.1" 200 0
ERROR 2018-11-07 16:17:00,821 exception 135 Internal Server Error: /orders/20181107160719000000001/payment/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo/meiduo/apps/payments/views.py", line 24, in get
    app_private_key_path= settings.ALIPAY_private_PATH ,
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/conf/__init__.py", line 57, in __getattr__
    val = getattr(self._wrapped, name)
AttributeError: 'Settings' object has no attribute 'ALIPAY_private_PATH'
ERROR 2018-11-07 16:17:01,067 basehttp 124 "GET /orders/20181107160719000000001/payment/ HTTP/1.1" 500 20659
ERROR 2018-11-07 16:18:24,789 exception 135 Internal Server Error: /orders/20181107160719000000001/payment/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo/meiduo/apps/payments/views.py", line 36, in get
    alipay_url = settings.settings.ALIPAY_private_PATH +"?"+order_strging
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/conf/__init__.py", line 57, in __getattr__
    val = getattr(self._wrapped, name)
AttributeError: 'Settings' object has no attribute 'settings'
ERROR 2018-11-07 16:18:24,917 basehttp 124 "GET /orders/20181107160719000000001/payment/ HTTP/1.1" 500 20754
ERROR 2018-11-07 16:19:38,634 exception 135 Internal Server Error: /orders/20181107160719000000001/payment/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo/meiduo/apps/payments/views.py", line 36, in get
    alipay_url = settings.settings.ALIPAY_private_PATH +"?"+order_strging
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/conf/__init__.py", line 57, in __getattr__
    val = getattr(self._wrapped, name)
AttributeError: 'Settings' object has no attribute 'settings'
ERROR 2018-11-07 16:19:38,662 basehttp 124 "GET /orders/20181107160719000000001/payment/ HTTP/1.1" 500 20754
ERROR 2018-11-07 16:20:09,669 exception 135 Internal Server Error: /orders/20181107160719000000001/payment/
Traceback (most recent call last):
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/exception.py", line 41, in inner
    response = get_response(request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 187, in _get_response
    response = self.process_exception_by_middleware(e, request)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/core/handlers/base.py", line 185, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/decorators/csrf.py", line 58, in wrapped_view
    return view_func(*args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/django/views/generic/base.py", line 68, in view
    return self.dispatch(request, *args, **kwargs)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 495, in dispatch
    response = self.handle_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 455, in handle_exception
    self.raise_uncaught_exception(exc)
  File "/home/python/.virtualenvs/django_py3_1.11/lib/python3.5/site-packages/rest_framework/views.py", line 492, in dispatch
    response = handler(request, *args, **kwargs)
  File "/home/python/Desktop/meiduo/meiduo/meiduo/apps/payments/views.py", line 36, in get
